N,P,K,temperature,humidity,ph,label
45,58,49,30.10773,90.34546,6.827813,papaya
57,57,51,39.01793,91.48816,6.992234,papaya
34,48,48,41.04224,91.37258,6.805277,papaya
58,67,45,38.72383,91.72515,6.702425,papaya
61,64,52,43.30205,92.83405,6.641099,papaya
43,50,48,28.28223,91.3706,6.630165,papaya
34,68,51,27.34735,94.17757,6.687088,papaya
39,70,52,26.2656,90.79668,6.651491,papaya
39,52,53,32.51247,94.65904,6.704204,papaya
52,51,53,38.38231,93.10379,6.985804,papaya
69,67,52,27.71949,94.43877,6.827306,papaya
36,54,46,42.54744,94.94482,6.662876,papaya
40,64,47,32.50038,93.47889,6.893509,papaya
42,59,55,40.10208,94.3511,6.979102,papaya
69,64,47,40.21199,94.50767,6.993473,papaya
34,65,48,41.41968,90.03863,6.665025,papaya
51,57,55,24.70528,90.14732,6.676407,papaya
61,51,51,39.3005,94.16193,6.574678,papaya
31,62,52,33.79602,93.00754,6.991041,papaya
31,68,45,42.92325,90.07601,6.938313,papaya
69,66,49,40.00439,90.17016,6.52711,papaya
56,65,45,38.20168,93.9738,6.751299,papaya
70,68,55,42.84609,94.63548,6.691202,papaya
49,54,50,25.62447,93.1824,6.762522,papaya
42,60,47,33.46874,92.12746,6.834808,papaya
45,47,55,38.41916,91.1422,6.751453,papaya
58,51,47,42.13474,91.70445,6.757471,papaya
48,57,54,29.02328,90.20397,6.617703,papaya
31,48,45,40.78882,92.90951,6.563135,papaya
44,56,49,39.23342,91.25589,6.51978,papaya
39,65,53,35.33295,92.11509,6.560743,papaya
56,58,49,37.13165,94.60762,6.692156,papaya
56,57,48,31.56214,93.04849,6.506121,papaya
39,64,53,23.0124,91.07356,6.59886,papaya
70,50,53,37.46209,90.44968,6.93381,papaya
56,50,52,33.08706,92.25198,6.770385,papaya
44,47,45,38.73219,94.73613,6.579441,papaya
59,47,53,32.86317,91.46189,6.850663,papaya
34,61,49,28.12971,93.32107,6.502675,papaya
40,65,49,35.32876,91.06139,6.678449,papaya
42,53,48,23.11408,94.31995,6.75848,papaya
68,70,54,31.29986,92.76039,6.986229,papaya
65,62,51,31.53244,90.87395,6.511625,papaya
49,61,45,32.76796,94.57377,6.764213,papaya
36,59,46,34.28879,93.61083,6.721131,papaya
35,66,47,31.70184,91.66232,6.953439,papaya
38,61,52,31.2279,94.94021,6.62073,papaya
49,55,53,38.44187,93.63739,6.54403,papaya
59,62,52,43.67549,93.10887,6.608668,papaya
50,46,52,31.18298,90.21647,6.734006,papaya
54,66,52,36.5677,93.79503,6.867554,papaya
35,68,45,42.93605,90.09448,6.61243,papaya
70,54,46,39.73149,91.12221,6.919342,papaya
33,47,46,29.20301,93.96834,6.839444,papaya
50,60,47,32.57721,92.74889,6.927918,papaya
34,65,47,23.48547,93.71044,6.833769,papaya
54,67,52,35.67667,93.30642,6.586107,papaya
38,51,52,32.66161,90.78932,6.927804,papaya
65,63,50,31.88343,91.32565,6.524459,papaya
35,67,49,41.3133,91.15088,6.617067,papaya
69,60,54,36.32268,93.06134,6.989927,papaya
63,58,50,43.03714,94.64289,6.720744,papaya
50,59,47,40.76999,92.09279,6.747976,papaya
44,60,55,34.28046,90.55562,6.825371,papaya
70,65,52,30.42012,93.1266,6.583529,papaya
58,46,45,42.39413,90.79028,6.576261,papaya
43,64,47,38.58954,91.58077,6.825665,papaya
39,69,53,25.93004,93.02358,6.964955,papaya
67,68,49,35.26825,92.38283,6.821775,papaya
60,46,53,24.48621,92.98255,6.761953,papaya
56,59,55,37.03552,91.7943,6.551893,papaya
40,49,47,42.93369,91.17567,6.501521,papaya
53,55,55,33.32316,91.25271,6.709669,papaya
68,69,52,25.65492,92.74502,6.813383,papaya
39,64,52,28.91842,94.63677,6.678696,papaya
59,62,49,43.36052,93.35192,6.941497,papaya
66,69,47,23.69212,93.61056,6.9123,papaya
8,13,7,23.529,70.587,6.629044,Onion
21,34,20,21.483,71.61,7.827616,Onion
16,26,15,25.575,74.679,7.856804,Onion
15,24,14,25.575,74.679,7.570421,Onion
10,16,9,25.575,73.656,7.429733,Onion
9,14,8,25.575,70.587,6.356274,Onion
11,18,10,24.552,71.61,7.555148,Onion
13,21,12,25.575,74.679,6.450603,Onion
12,19,11,24.552,70.587,6.086272,Onion
14,23,13,22.506,70.587,7.920118,Onion
22,36,21,22.506,70.587,6.647772,Onion
30,49,29,22.506,72.633,6.583903,Onion
15,24,14,25.575,73.656,7.587531,Onion
18,29,17,24.552,69.564,6.215246,Onion
16,26,15,23.529,69.564,7.795098,Onion
21,34,20,23.529,69.564,7.719511,Onion
11,18,10,24.552,71.61,7.010999,Onion
22,36,21,24.552,70.587,7.101761,Onion
23,38,22,24.552,71.61,6.634415,Onion
25,41,24,22.506,69.564,6.208776,Onion
24,39,23,21.483,74.679,6.537943,Onion
13,21,12,23.529,73.656,7.334277,Onion
31,51,30,25.575,73.656,7.550194,Onion
22,36,21,21.483,74.679,6.397379,Onion
9,14,8,23.529,72.633,7.911647,Onion
17,28,16,21.483,71.61,6.899413,Onion
16,26,15,25.575,71.61,7.955089,Onion
14,23,13,23.529,74.679,7.610929,Onion
12,19,11,22.506,71.61,6.935202,Onion
13,21,12,22.506,73.656,7.496491,Onion
15,24,14,23.529,72.633,7.829068,Onion
22,36,21,23.529,74.679,6.000955,Onion
23,38,22,25.575,74.679,7.118551,Onion
25,41,24,25.575,69.564,6.094987,Onion
24,39,23,21.483,74.679,7.578992,Onion
27,44,26,24.552,69.564,7.496125,Onion
26,43,25,21.483,72.633,6.701109,Onion
28,46,27,25.575,71.61,7.502563,Onion
21,34,20,24.552,70.587,7.995375,Onion
29,48,28,23.529,71.61,6.364423,Onion
12,19,11,22.506,70.587,7.960355,Onion
23,38,22,23.529,70.587,6.008769,Onion
25,41,24,25.575,74.679,6.370991,Onion
21,34,20,25.575,71.61,7.327011,Onion
29,48,28,22.506,73.656,6.919842,Onion
27,44,26,24.552,70.587,6.416248,Onion
9,14,8,23.529,72.633,7.231607,Onion
8,13,7,21.483,69.564,7.326719,Onion
23,38,22,25.575,71.61,6.385315,Onion
6,9,5,25.575,72.633,7.414939,Onion
8,13,7,21.483,74.679,6.222314,Onion
21,34,20,21.483,71.61,6.474776,Onion
16,26,15,25.575,72.633,6.553266,Onion
15,24,14,23.529,70.587,7.915856,Onion
10,16,9,22.506,71.61,6.419558,Onion
9,14,8,22.506,73.656,6.867073,Onion
11,18,10,21.483,73.656,7.584078,Onion
13,21,12,21.483,74.679,6.724203,Onion
12,19,11,22.506,72.633,7.075068,Onion
14,23,13,21.483,71.61,6.696542,Onion
22,36,21,24.552,71.61,6.795811,Onion
30,49,29,21.483,71.61,6.430611,Onion
15,24,14,21.483,72.633,7.659636,Onion
18,29,17,22.506,71.61,6.264703,Onion
16,26,15,23.529,71.61,6.106419,Onion
21,34,20,21.483,69.564,7.531326,Onion
11,18,10,22.506,71.61,6.589228,Onion
22,36,21,23.529,73.656,7.980354,Onion
23,38,22,23.529,72.633,6.723727,Onion
25,41,24,21.483,74.679,6.415572,Onion
24,39,23,21.483,74.679,7.690714,Onion
13,21,12,22.506,74.679,7.437909,Onion
31,51,30,25.575,72.633,7.880318,Onion
22,36,21,24.552,69.564,6.494083,Onion
9,14,8,21.483,73.656,7.320134,Onion
17,28,16,24.552,72.633,7.161843,Onion
16,26,15,25.575,69.564,7.55961,Onion
14,23,13,25.575,71.61,6.785221,Onion
12,19,11,23.529,71.61,6.812163,Onion
13,21,12,21.483,69.564,7.791621,Onion
15,24,14,21.483,72.633,6.50826,Onion
22,36,21,25.575,74.679,6.130794,Onion
23,38,22,24.552,70.587,6.891237,Onion
25,41,24,24.552,70.587,7.180135,Onion
24,39,23,21.483,70.587,7.283929,Onion
27,44,26,23.529,69.564,7.888439,Onion
26,43,25,25.575,73.656,6.729094,Onion
28,46,27,25.575,72.633,7.575997,Onion
21,34,20,23.529,71.61,7.56971,Onion
29,48,28,21.483,73.656,6.328043,Onion
12,19,11,25.575,69.564,6.597559,Onion
23,38,22,24.552,71.61,6.674977,Onion
25,41,24,24.552,74.679,6.148931,Onion
21,34,20,22.506,69.564,6.774559,Onion
29,48,28,21.483,69.564,6.565657,Onion
27,44,26,24.552,73.656,6.158789,Onion
9,14,8,22.506,74.679,6.864664,Onion
23,38,22,22.506,69.564,7.053218,Onion
6,9,5,22.506,74.679,6.100889,Onion
8,13,7,23.529,70.587,7.123648,Onion
80,30,40,24.39384,87.0504,6.538918,Ginger
75,50,50,24.80817,87.89651,6.454874,Ginger
76,35,40,24.1882,89.02162,6.47169,Ginger
79,46,41,25.77442,86.23134,6.075083,Ginger
79,40,43,22.70217,90.50736,6.931235,Ginger
75,36,44,23.92668,90.23963,6.312157,Ginger
77,36,46,23.18055,87.12016,6.859628,Ginger
78,33,44,25.04366,88.10097,6.892818,Ginger
75,46,45,24.02689,88.69264,6.924099,Ginger
75,46,44,22.70235,89.34141,6.456933,Ginger
75,45,40,24.05753,87.84709,6.338472,Ginger
79,35,43,25.58947,87.25419,6.244995,Ginger
77,47,45,24.92379,87.17369,6.85368,Ginger
79,30,45,23.00666,89.37961,6.544464,Ginger
75,43,48,24.70803,87.98714,6.359492,Ginger
80,47,49,22.46834,89.61548,6.17903,Ginger
76,45,45,23.65173,86.80075,6.547003,Ginger
78,34,46,23.23432,85.3043,6.93538,Ginger
78,33,45,23.65065,89.57852,6.106962,Ginger
80,50,46,24.90508,90.81827,6.029881,Ginger
75,42,50,25.32472,90.59759,6.317429,Ginger
77,31,45,22.02392,85.99512,6.934248,Ginger
78,33,46,24.48829,87.35516,6.941157,Ginger
77,35,43,22.76035,85.62696,6.507297,Ginger
78,39,46,22.57944,85.79046,6.785941,Ginger
78,36,50,24.65294,88.52094,5.411352,Ginger
78,45,50,23.55931,85.01755,5.978901,Ginger
76,36,48,24.9858,85.28811,5.320266,Ginger
79,41,41,23.63166,85.54573,5.05964,Ginger
80,50,42,25.64778,90.06684,5.698961,Ginger
80,48,45,24.62105,87.31387,5.76785,Ginger
77,40,46,25.80652,90.69749,5.637364,Ginger
78,30,46,22.59398,88.67501,5.177588,Ginger
76,40,44,24.2823,86.27576,5.30298,Ginger
79,50,47,24.88611,88.15926,5.111716,Ginger
80,38,48,22.471,86.03603,5.660445,Ginger
75,49,44,23.7733,85.04298,5.780549,Ginger
75,30,40,22.06673,90.83017,5.883881,Ginger
79,30,50,23.6546,85.43598,5.818158,Ginger
79,43,44,25.17008,87.96941,5.479175,Ginger
76,47,46,23.63866,90.84008,5.344164,Ginger
80,50,41,24.76171,87.30981,5.101067,Ginger
80,50,44,25.9671,86.69474,5.510481,Ginger
77,37,42,24.82716,88.73997,5.539653,Ginger
80,50,50,23.27971,85.25514,5.262264,Ginger
78,37,45,25.38396,88.68346,5.775486,Ginger
77,34,48,24.62154,86.44538,5.080258,Ginger
80,31,45,23.45055,87.3481,5.091669,Ginger
80,47,47,22.95025,89.18813,5.728444,Ginger
75,50,50,22.51799,89.61559,5.380542,Ginger
80,41,43,22.46361,87.06722,5.733785,Ginger
77,37,40,22.20856,90.90179,5.715644,Ginger
78,44,48,22.22204,89.24033,5.175937,Ginger
78,40,43,23.65361,90.57711,5.336827,Ginger
75,50,48,22.68681,87.51464,5.253603,Ginger
76,34,49,25.24353,86.35745,5.488521,Ginger
79,46,41,25.63781,89.76756,5.973808,Ginger
75,43,44,24.0922,86.10123,5.822492,Ginger
75,49,44,23.60698,86.77742,5.572944,Ginger
78,34,41,22.89419,90.85039,5.267585,Ginger
75,38,47,25.56198,89.98747,5.622274,Ginger
77,41,44,25.2137,88.9298,5.329464,Ginger
79,44,40,25.33219,87.07494,5.397735,Ginger
79,35,42,23.38761,89.63217,5.955361,Ginger
79,44,48,25.24264,86.64929,5.746784,Ginger
80,38,43,23.32673,85.18261,5.503596,Ginger
77,33,50,23.52379,86.23939,5.831965,Ginger
78,49,45,24.95081,90.90694,5.710883,Ginger
77,41,40,23.66581,89.81044,5.598771,Ginger
76,39,46,25.12311,88.65152,5.833755,Ginger
76,41,45,24.14454,87.09137,5.264786,Ginger
75,45,46,24.38225,89.09267,5.331248,Ginger
75,50,46,25.53577,89.37887,5.133277,Ginger
78,49,41,25.11047,90.34882,5.87764,Ginger
80,48,44,24.70481,87.32975,5.185811,Ginger
78,50,49,22.15816,88.55522,5.433656,Ginger
76,42,42,22.52068,85.63957,5.778947,Ginger
76,48,45,23.30052,89.85238,5.237776,Ginger
79,49,47,23.15349,86.04411,5.566255,Ginger
80,37,49,25.63083,87.12127,5.439756,Ginger
76,44,46,22.93416,89.33988,5.335876,Ginger
80,30,50,22.99185,87.41971,5.964435,Ginger
75,46,45,23.69954,88.7768,5.419697,Ginger
76,38,48,22.3524,89.82836,5.416701,Ginger
76,46,46,25.65551,87.84597,6.560394,Ginger
77,38,47,25.46856,89.5157,6.383758,Ginger
76,50,48,25.74402,88.93444,6.681886,Ginger
80,35,46,22.07739,85.86724,6.373514,Ginger
77,42,41,25.19056,88.46937,6.275296,Ginger
79,36,47,23.93084,85.32812,6.711094,Ginger
76,50,47,25.07422,89.50364,6.775524,Ginger
75,45,43,22.63317,89.028,6.009203,Ginger
76,41,45,22.729,86.00211,6.644757,Ginger
79,50,45,25.89651,85.28747,6.192594,Ginger
79,43,41,25.87973,88.93014,6.655202,Ginger
75,36,44,24.9497,86.73342,6.376546,Ginger
78,49,42,25.21248,89.4114,6.197535,Ginger
76,42,46,24.50078,85.71275,6.666631,Ginger
75,48,48,23.85684,88.48948,6.016501,Ginger
75,34,48,22.78095,89.08224,6.124081,Ginger
